id                           ,lvl1                            ,lvl2
12540                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12539                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11110                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11122                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11196                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12415                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11197                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12446                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12409                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12414                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12407                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12411                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12408                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11201                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11204                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11200                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11195                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12413                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12456                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12410                        ,Business & Industrial           ,Industrial Goods & Manufacturing
10291                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11112                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11198                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12450                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12455                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12452                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12448                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12447                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12454                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12449                        ,Business & Industrial           ,Industrial Goods & Manufacturing
13163                        ,Business & Industrial           ,Industrial Goods & Manufacturing
13164                        ,Business & Industrial           ,Industrial Goods & Manufacturing
13162                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12451                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12453                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11202                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11067                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11383                        ,Business & Industrial           ,Industrial Goods & Manufacturing
13746                        ,Business & Industrial           ,Industrial Goods & Manufacturing
10306                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11390                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11387                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11386                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11182                        ,Business & Industrial           ,Industrial Goods & Manufacturing
12566                        ,Business & Industrial           ,Industrial Goods & Manufacturing
10298                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11303                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11300                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11060                        ,Business & Industrial           ,Industrial Goods & Manufacturing
11116                        ,Business & Industrial           ,Industrial Goods & Manufacturing
10308                        ,Business & Industrial           ,Janitorial Products & Services
11401                        ,Business & Industrial           ,Janitorial Products & Services
11400                        ,Business & Industrial           ,Janitorial Products & Services
12716                        ,Business & Industrial           ,Janitorial Products & Services
12718                        ,Business & Industrial           ,Janitorial Products & Services
11409                        ,Business & Industrial           ,Janitorial Products & Services
12717                        ,Business & Industrial           ,Janitorial Products & Services
11405                        ,Business & Industrial           ,Janitorial Products & Services
12715                        ,Business & Industrial           ,Janitorial Products & Services
11402                        ,Business & Industrial           ,Janitorial Products & Services
11398                        ,Business & Industrial           ,Janitorial Products & Services
12710                        ,Business & Industrial           ,Janitorial Products & Services
12709                        ,Business & Industrial           ,Janitorial Products & Services
11406                        ,Business & Industrial           ,Janitorial Products & Services
11408                        ,Business & Industrial           ,Janitorial Products & Services
11399                        ,Business & Industrial           ,Janitorial Products & Services
12713                        ,Business & Industrial           ,Janitorial Products & Services
12712                        ,Business & Industrial           ,Janitorial Products & Services
12711                        ,Business & Industrial           ,Janitorial Products & Services
12714                        ,Business & Industrial           ,Janitorial Products & Services
11407                        ,Business & Industrial           ,Janitorial Products & Services
11403                        ,Business & Industrial           ,Janitorial Products & Services
11404                        ,Business & Industrial           ,Janitorial Products & Services
13804                        ,Business & Industrial           ,Manufacturing
10271                        ,Business & Industrial           ,Manufacturing
11056                        ,Business & Industrial           ,Manufacturing
11055                        ,Business & Industrial           ,Manufacturing
11061                        ,Business & Industrial           ,Manufacturing
11058                        ,Business & Industrial           ,Manufacturing
11059                        ,Business & Industrial           ,Manufacturing
13814                        ,Business & Industrial           ,Manufacturing
10300                        ,Business & Industrial           ,Office
11338                        ,Business & Industrial           ,Office
11325                        ,Business & Industrial           ,Office
11328                        ,Business & Industrial           ,Office
11334                        ,Business & Industrial           ,Office
12580                        ,Business & Industrial           ,Office
11332                        ,Business & Industrial           ,Office
11329                        ,Business & Industrial           ,Office
11336                        ,Business & Industrial           ,Office
11324                        ,Business & Industrial           ,Office
11337                        ,Business & Industrial           ,Office
11339                        ,Business & Industrial           ,Office
12638                        ,Business & Industrial           ,Office
12640                        ,Business & Industrial           ,Office
13235                        ,Business & Industrial           ,Office
13233                        ,Business & Industrial           ,Office
13236                        ,Business & Industrial           ,Office
13234                        ,Business & Industrial           ,Office
12641                        ,Business & Industrial           ,Office
12637                        ,Business & Industrial           ,Office
12642                        ,Business & Industrial           ,Office
12639                        ,Business & Industrial           ,Office
11323                        ,Business & Industrial           ,Office
12635                        ,Business & Industrial           ,Office
12630                        ,Business & Industrial           ,Office
12634                        ,Business & Industrial           ,Office
12632                        ,Business & Industrial           ,Office
12631                        ,Business & Industrial           ,Office
12633                        ,Business & Industrial           ,Office
11305                        ,Business & Industrial           ,Office
11326                        ,Business & Industrial           ,Office
11370                        ,Business & Industrial           ,Office
11333                        ,Business & Industrial           ,Office
11335                        ,Business & Industrial           ,Office
11330                        ,Business & Industrial           ,Office
10290                        ,Business & Industrial           ,Retail Trade
11210                        ,Business & Industrial           ,Retail Trade
12466                        ,Business & Industrial           ,Retail Trade
12468                        ,Business & Industrial           ,Retail Trade
11227                        ,Business & Industrial           ,Retail Trade
11208                        ,Business & Industrial           ,Retail Trade
11207                        ,Business & Industrial           ,Retail Trade
11380                        ,Business & Industrial           ,Retail Trade
11233                        ,Business & Industrial           ,Retail Trade
11224                        ,Business & Industrial           ,Retail Trade
11216                        ,Business & Industrial           ,Retail Trade
11206                        ,Business & Industrial           ,Retail Trade
11181                        ,Business & Industrial           ,Retail Trade
11230                        ,Business & Industrial           ,Retail Trade
11178                        ,Business & Industrial           ,Retail Trade
11232                        ,Business & Industrial           ,Retail Trade
11180                        ,Business & Industrial           ,Retail Trade
11211                        ,Business & Industrial           ,Retail Trade
11214                        ,Business & Industrial           ,Retail Trade
11219                        ,Business & Industrial           ,Retail Trade
12475                        ,Business & Industrial           ,Retail Trade
12471                        ,Business & Industrial           ,Retail Trade
11205                        ,Business & Industrial           ,Retail Trade
12459                        ,Business & Industrial           ,Retail Trade
12458                        ,Business & Industrial           ,Retail Trade
12460                        ,Business & Industrial           ,Retail Trade
12462                        ,Business & Industrial           ,Retail Trade
11231                        ,Business & Industrial           ,Retail Trade
11217                        ,Business & Industrial           ,Retail Trade
11229                        ,Business & Industrial           ,Retail Trade
11220                        ,Business & Industrial           ,Retail Trade
11209                        ,Business & Industrial           ,Retail Trade
11179                        ,Business & Industrial           ,Retail Trade
11228                        ,Business & Industrial           ,Retail Trade
10294                        ,Business & Industrial           ,Scientific Equipment & Services
11047                        ,Business & Industrial           ,Scientific Equipment & Services
11252                        ,Business & Industrial           ,Scientific Equipment & Services
11254                        ,Business & Industrial           ,Scientific Equipment & Services
12560                        ,Business & Industrial           ,Scientific Equipment & Services
12561                        ,Business & Industrial           ,Scientific Equipment & Services
12567                        ,Business & Industrial           ,Scientific Equipment & Services
12565                        ,Business & Industrial           ,Scientific Equipment & Services
12564                        ,Business & Industrial           ,Scientific Equipment & Services
11054                        ,Business & Industrial           ,Scientific Equipment & Services
11253                        ,Business & Industrial           ,Scientific Equipment & Services
11255                        ,Business & Industrial           ,Scientific Equipment & Services
10299                        ,Business & Industrial           ,Security Equipment & Services
11062                        ,Business & Industrial           ,Security Equipment & Services
11322                        ,Business & Industrial           ,Security Equipment & Services
11311                        ,Business & Industrial           ,Security Equipment & Services
11316                        ,Business & Industrial           ,Security Equipment & Services
11310                        ,Business & Industrial           ,Security Equipment & Services
11309                        ,Business & Industrial           ,Security Equipment & Services
11066                        ,Business & Industrial           ,Security Equipment & Services
11065                        ,Business & Industrial           ,Security Equipment & Services
11321                        ,Business & Industrial           ,Security Equipment & Services
12626                        ,Business & Industrial           ,Security Equipment & Services
12625                        ,Business & Industrial           ,Security Equipment & Services
12629                        ,Business & Industrial           ,Security Equipment & Services
12627                        ,Business & Industrial           ,Security Equipment & Services
11313                        ,Business & Industrial           ,Security Equipment & Services
12620                        ,Business & Industrial           ,Security Equipment & Services
12622                        ,Business & Industrial           ,Security Equipment & Services
12619                        ,Business & Industrial           ,Security Equipment & Services
12621                        ,Business & Industrial           ,Security Equipment & Services
11320                        ,Business & Industrial           ,Security Equipment & Services
10305                        ,Business & Industrial           ,Shipping & Packing
11374                        ,Business & Industrial           ,Shipping & Packing
13604                        ,Business & Industrial           ,Shipping & Packing
11104                        ,Business & Industrial           ,Shipping & Packing
11103                        ,Business & Industrial           ,Shipping & Packing
12401                        ,Business & Industrial           ,Shipping & Packing
12403                        ,Business & Industrial           ,Shipping & Packing
12400                        ,Business & Industrial           ,Shipping & Packing
12402                        ,Business & Industrial           ,Shipping & Packing
12405                        ,Business & Industrial           ,Shipping & Packing
12404                        ,Business & Industrial           ,Shipping & Packing
12406                        ,Business & Industrial           ,Shipping & Packing
13724                        ,Business & Industrial           ,Shipping & Packing
11376                        ,Business & Industrial           ,Shipping & Packing
11381                        ,Business & Industrial           ,Shipping & Packing
11382                        ,Business & Industrial           ,Shipping & Packing
11327                        ,Business & Industrial           ,Shipping & Packing
11377                        ,Business & Industrial           ,Shipping & Packing
11373                        ,Business & Industrial           ,Shipping & Packing
11102                        ,Business & Industrial           ,Shipping & Packing
11235                        ,Business & Industrial           ,Veterinary Equipment & Supplies
10019                        ,Computers & Consumer Electronics,
10168                        ,Computers & Consumer Electronics,Computers
10886                        ,Computers & Consumer Electronics,Computers
12214                        ,Computers & Consumer Electronics,Computers
12212                        ,Computers & Consumer Electronics,Computers
12217                        ,Computers & Consumer Electronics,Computers
12222                        ,Computers & Consumer Electronics,Computers
12219                        ,Computers & Consumer Electronics,Computers
12221                        ,Computers & Consumer Electronics,Computers
13400                        ,Computers & Consumer Electronics,Computers
12218                        ,Computers & Consumer Electronics,Computers
12223                        ,Computers & Consumer Electronics,Computers
13815                        ,Computers & Consumer Electronics,Computers
12216                        ,Computers & Consumer Electronics,Computers
12213                        ,Computers & Consumer Electronics,Computers
12220                        ,Computers & Consumer Electronics,Computers
12215                        ,Computers & Consumer Electronics,Computers
12224                        ,Computers & Consumer Electronics,Computers
12203                        ,Computers & Consumer Electronics,Computers
10883                        ,Computers & Consumer Electronics,Computers
12188                        ,Computers & Consumer Electronics,Computers
13071                        ,Computers & Consumer Electronics,Computers
13312                        ,Computers & Consumer Electronics,Computers
13074                        ,Computers & Consumer Electronics,Computers
13073                        ,Computers & Consumer Electronics,Computers
13072                        ,Computers & Consumer Electronics,Computers
13075                        ,Computers & Consumer Electronics,Computers
12194                        ,Computers & Consumer Electronics,Computers
13080                        ,Computers & Consumer Electronics,Computers
13081                        ,Computers & Consumer Electronics,Computers
13078                        ,Computers & Consumer Electronics,Computers
13082                        ,Computers & Consumer Electronics,Computers
13077                        ,Computers & Consumer Electronics,Computers
13084                        ,Computers & Consumer Electronics,Computers
13079                        ,Computers & Consumer Electronics,Computers
13083                        ,Computers & Consumer Electronics,Computers
12185                        ,Computers & Consumer Electronics,Computers
13067                        ,Computers & Consumer Electronics,Computers
13065                        ,Computers & Consumer Electronics,Computers
13066                        ,Computers & Consumer Electronics,Computers
12184                        ,Computers & Consumer Electronics,Computers
13063                        ,Computers & Consumer Electronics,Computers
13311                        ,Computers & Consumer Electronics,Computers
13059                        ,Computers & Consumer Electronics,Computers
13064                        ,Computers & Consumer Electronics,Computers
13060                        ,Computers & Consumer Electronics,Computers
13061                        ,Computers & Consumer Electronics,Computers
12189                        ,Computers & Consumer Electronics,Computers
13076                        ,Computers & Consumer Electronics,Computers
12195                        ,Computers & Consumer Electronics,Computers
13087                        ,Computers & Consumer Electronics,Computers
13085                        ,Computers & Consumer Electronics,Computers
13086                        ,Computers & Consumer Electronics,Computers
12192                        ,Computers & Consumer Electronics,Computers
12186                        ,Computers & Consumer Electronics,Computers
12193                        ,Computers & Consumer Electronics,Computers
13851                        ,Computers & Consumer Electronics,Computers
12187                        ,Computers & Consumer Electronics,Computers
13070                        ,Computers & Consumer Electronics,Computers
13068                        ,Computers & Consumer Electronics,Computers
13069                        ,Computers & Consumer Electronics,Computers
12190                        ,Computers & Consumer Electronics,Computers
12191                        ,Computers & Consumer Electronics,Computers
11057                        ,Computers & Consumer Electronics,Computers
12196                        ,Computers & Consumer Electronics,Computers
12201                        ,Computers & Consumer Electronics,Computers
13090                        ,Computers & Consumer Electronics,Computers
13091                        ,Computers & Consumer Electronics,Computers
12202                        ,Computers & Consumer Electronics,Computers
12156                        ,Computers & Consumer Electronics,Computers
10885                        ,Computers & Consumer Electronics,Computers
12209                        ,Computers & Consumer Electronics,Computers
10537                        ,Computers & Consumer Electronics,Computers
13744                        ,Computers & Consumer Electronics,Computers
11289                        ,Computers & Consumer Electronics,Computers
10296                        ,Computers & Consumer Electronics,Computers
11274                        ,Computers & Consumer Electronics,Computers
11272                        ,Computers & Consumer Electronics,Computers
11265                        ,Computers & Consumer Electronics,Computers
11271                        ,Computers & Consumer Electronics,Computers
11266                        ,Computers & Consumer Electronics,Computers
11269                        ,Computers & Consumer Electronics,Computers
11264                        ,Computers & Consumer Electronics,Computers
11268                        ,Computers & Consumer Electronics,Computers
11270                        ,Computers & Consumer Electronics,Computers
12579                        ,Computers & Consumer Electronics,Computers
12578                        ,Computers & Consumer Electronics,Computers
12581                        ,Computers & Consumer Electronics,Computers
11273                        ,Computers & Consumer Electronics,Computers
11267                        ,Computers & Consumer Electronics,Computers
12554                        ,Computers & Consumer Electronics,Computers
11221                        ,Computers & Consumer Electronics,Computers
11258                        ,Computers & Consumer Electronics,Computers
10155                        ,Computers & Consumer Electronics,Computers
13107                        ,Computers & Consumer Electronics,Computers
13108                        ,Computers & Consumer Electronics,Computers
11251                        ,Computers & Consumer Electronics,Computers
13817                        ,Computers & Consumer Electronics,Computers
13106                        ,Computers & Consumer Electronics,Computers
13789                        ,Computers & Consumer Electronics,Computers
12207                        ,Computers & Consumer Electronics,Computers
13103                        ,Computers & Consumer Electronics,Computers
13102                        ,Computers & Consumer Electronics,Computers
13101                        ,Computers & Consumer Electronics,Computers
13602                        ,Computers & Consumer Electronics,Computers
12206                        ,Computers & Consumer Electronics,Computers
13816                        ,Computers & Consumer Electronics,Computers
11368                        ,Computers & Consumer Electronics,Computers
12703                        ,Computers & Consumer Electronics,Computers
12700                        ,Computers & Consumer Electronics,Computers
13440                        ,Computers & Consumer Electronics,Computers
12704                        ,Computers & Consumer Electronics,Computers
12701                        ,Computers & Consumer Electronics,Computers
12705                        ,Computers & Consumer Electronics,Computers
12702                        ,Computers & Consumer Electronics,Computers
12204                        ,Computers & Consumer Electronics,Computers
13597                        ,Computers & Consumer Electronics,Computers
13095                        ,Computers & Consumer Electronics,Computers
13092                        ,Computers & Consumer Electronics,Computers
13313                        ,Computers & Consumer Electronics,Computers
13314                        ,Computers & Consumer Electronics,Computers
13372                        ,Computers & Consumer Electronics,Computers
13096                        ,Computers & Consumer Electronics,Computers
13371                        ,Computers & Consumer Electronics,Computers
13713                        ,Computers & Consumer Electronics,Computers
13097                        ,Computers & Consumer Electronics,Computers
13406                        ,Computers & Consumer Electronics,Computers
11497                        ,Computers & Consumer Electronics,Computers
13404                        ,Computers & Consumer Electronics,Computers
13112                        ,Computers & Consumer Electronics,Computers
12205                        ,Computers & Consumer Electronics,Computers
13099                        ,Computers & Consumer Electronics,Computers
13100                        ,Computers & Consumer Electronics,Computers
13098                        ,Computers & Consumer Electronics,Computers
12208                        ,Computers & Consumer Electronics,Computers
13104                        ,Computers & Consumer Electronics,Computers
13105                        ,Computers & Consumer Electronics,Computers
13413                        ,Computers & Consumer Electronics,Computers
12197                        ,Computers & Consumer Electronics,Computers
12211                        ,Computers & Consumer Electronics,Computers
13113                        ,Computers & Consumer Electronics,Computers
13110                        ,Computers & Consumer Electronics,Computers
13111                        ,Computers & Consumer Electronics,Computers
13642                        ,Computers & Consumer Electronics,Computers
13643                        ,Computers & Consumer Electronics,Computers
13750                        ,Computers & Consumer Electronics,Computers
12210                        ,Computers & Consumer Electronics,Computers
13114                        ,Computers & Consumer Electronics,Computers
13109                        ,Computers & Consumer Electronics,Computers
10882                        ,Computers & Consumer Electronics,Computers
12199                        ,Computers & Consumer Electronics,Computers
10167                        ,Computers & Consumer Electronics,Consumer Electronics
10881                        ,Computers & Consumer Electronics,Consumer Electronics
11314                        ,Computers & Consumer Electronics,Consumer Electronics
12130                        ,Computers & Consumer Electronics,Consumer Electronics
12178                        ,Computers & Consumer Electronics,Consumer Electronics
12183                        ,Computers & Consumer Electronics,Consumer Electronics
12181                        ,Computers & Consumer Electronics,Consumer Electronics
12172                        ,Computers & Consumer Electronics,Consumer Electronics
12179                        ,Computers & Consumer Electronics,Consumer Electronics
12182                        ,Computers & Consumer Electronics,Consumer Electronics
12175                        ,Computers & Consumer Electronics,Consumer Electronics
12173                        ,Computers & Consumer Electronics,Consumer Electronics
12174                        ,Computers & Consumer Electronics,Consumer Electronics
10872                        ,Computers & Consumer Electronics,Consumer Electronics
13402                        ,Computers & Consumer Electronics,Consumer Electronics
13401                        ,Computers & Consumer Electronics,Consumer Electronics
12149                        ,Computers & Consumer Electronics,Consumer Electronics
12150                        ,Computers & Consumer Electronics,Consumer Electronics
12148                        ,Computers & Consumer Electronics,Consumer Electronics
12153                        ,Computers & Consumer Electronics,Consumer Electronics
10880                        ,Computers & Consumer Electronics,Consumer Electronics
12131                        ,Computers & Consumer Electronics,Consumer Electronics
12177                        ,Computers & Consumer Electronics,Consumer Electronics
11893                        ,Computers & Consumer Electronics,Consumer Electronics
13056                        ,Computers & Consumer Electronics,Consumer Electronics
13309                        ,Computers & Consumer Electronics,Consumer Electronics
13310                        ,Computers & Consumer Electronics,Consumer Electronics
10873                        ,Computers & Consumer Electronics,Consumer Electronics
13047                        ,Computers & Consumer Electronics,Consumer Electronics
12146                        ,Computers & Consumer Electronics,Consumer Electronics
12145                        ,Computers & Consumer Electronics,Consumer Electronics
12136                        ,Computers & Consumer Electronics,Consumer Electronics
13776                        ,Computers & Consumer Electronics,Consumer Electronics
12132                        ,Computers & Consumer Electronics,Consumer Electronics
13030                        ,Computers & Consumer Electronics,Consumer Electronics
13307                        ,Computers & Consumer Electronics,Consumer Electronics
12140                        ,Computers & Consumer Electronics,Consumer Electronics
12137                        ,Computers & Consumer Electronics,Consumer Electronics
12134                        ,Computers & Consumer Electronics,Consumer Electronics
13034                        ,Computers & Consumer Electronics,Consumer Electronics
13036                        ,Computers & Consumer Electronics,Consumer Electronics
13037                        ,Computers & Consumer Electronics,Consumer Electronics
13033                        ,Computers & Consumer Electronics,Consumer Electronics
13038                        ,Computers & Consumer Electronics,Consumer Electronics
13035                        ,Computers & Consumer Electronics,Consumer Electronics
12144                        ,Computers & Consumer Electronics,Consumer Electronics
13044                        ,Computers & Consumer Electronics,Consumer Electronics
13045                        ,Computers & Consumer Electronics,Consumer Electronics
13046                        ,Computers & Consumer Electronics,Consumer Electronics
12138                        ,Computers & Consumer Electronics,Consumer Electronics
12143                        ,Computers & Consumer Electronics,Consumer Electronics
13042                        ,Computers & Consumer Electronics,Consumer Electronics
13041                        ,Computers & Consumer Electronics,Consumer Electronics
13043                        ,Computers & Consumer Electronics,Consumer Electronics
12142                        ,Computers & Consumer Electronics,Consumer Electronics
10877                        ,Computers & Consumer Electronics,Consumer Electronics
13495                        ,Computers & Consumer Electronics,Consumer Electronics
12165                        ,Computers & Consumer Electronics,Consumer Electronics
12164                        ,Computers & Consumer Electronics,Consumer Electronics
12167                        ,Computers & Consumer Electronics,Consumer Electronics
12163                        ,Computers & Consumer Electronics,Consumer Electronics
12166                        ,Computers & Consumer Electronics,Consumer Electronics
11318                        ,Computers & Consumer Electronics,Consumer Electronics
10876                        ,Computers & Consumer Electronics,Consumer Electronics
12160                        ,Computers & Consumer Electronics,Consumer Electronics
12159                        ,Computers & Consumer Electronics,Consumer Electronics
12162                        ,Computers & Consumer Electronics,Consumer Electronics
10020                        ,Dining & Nightlife              ,
11870                        ,Dining & Nightlife              ,"Dining & Nightlife Reviews, Guides & Listings"
12974                        ,Dining & Nightlife              ,"Dining & Nightlife Reviews, Guides & Listings"
12975                        ,Dining & Nightlife              ,"Dining & Nightlife Reviews, Guides & Listings"
13439                        ,Dining & Nightlife              ,"Nightclubs, Bars & Music Clubs"
10169                        ,Dining & Nightlife              ,Restaurants
13693                        ,Dining & Nightlife              ,Restaurants
10890                        ,Dining & Nightlife              ,Restaurants
10891                        ,Dining & Nightlife              ,Restaurants
12228                        ,Dining & Nightlife              ,Restaurants
10888                        ,Dining & Nightlife              ,Restaurants
10887                        ,Dining & Nightlife              ,Restaurants
10002                        ,Family & Community              ,
10030                        ,Family & Community              ,"Baby, Parenting & Family"
10235                        ,Family & Community              ,"Baby, Parenting & Family"
10052                        ,Family & Community              ,"Baby, Parenting & Family"
11020                        ,Family & Community              ,"Baby, Parenting & Family"
12296                        ,Family & Community              ,"Baby, Parenting & Family"
12298                        ,Family & Community              ,"Baby, Parenting & Family"
12295                        ,Family & Community              ,"Baby, Parenting & Family"
12294                        ,Family & Community              ,"Baby, Parenting & Family"
12299                        ,Family & Community              ,"Baby, Parenting & Family"
13134                        ,Family & Community              ,"Baby, Parenting & Family"
11022                        ,Family & Community              ,"Baby, Parenting & Family"
12312                        ,Family & Community              ,"Baby, Parenting & Family"
12307                        ,Family & Community              ,"Baby, Parenting & Family"
12317                        ,Family & Community              ,"Baby, Parenting & Family"
12314                        ,Family & Community              ,"Baby, Parenting & Family"
12335                        ,Family & Community              ,"Baby, Parenting & Family"
12304                        ,Family & Community              ,"Baby, Parenting & Family"
12309                        ,Family & Community              ,"Baby, Parenting & Family"
12308                        ,Family & Community              ,"Baby, Parenting & Family"
12303                        ,Family & Community              ,"Baby, Parenting & Family"
11018                        ,Family & Community              ,"Baby, Parenting & Family"
12283                        ,Family & Community              ,"Baby, Parenting & Family"
12285                        ,Family & Community              ,"Baby, Parenting & Family"
12281                        ,Family & Community              ,"Baby, Parenting & Family"
12282                        ,Family & Community              ,"Baby, Parenting & Family"
12287                        ,Family & Community              ,"Baby, Parenting & Family"
12286                        ,Family & Community              ,"Baby, Parenting & Family"
12284                        ,Family & Community              ,"Baby, Parenting & Family"
13712                        ,Family & Community              ,"Baby, Parenting & Family"
11023                        ,Family & Community              ,"Baby, Parenting & Family"
12326                        ,Family & Community              ,"Baby, Parenting & Family"
13133                        ,Family & Community              ,"Baby, Parenting & Family"
12321                        ,Family & Community              ,"Baby, Parenting & Family"
12323                        ,Family & Community              ,"Baby, Parenting & Family"
12325                        ,Family & Community              ,"Baby, Parenting & Family"
12322                        ,Family & Community              ,"Baby, Parenting & Family"
11025                        ,Family & Community              ,"Baby, Parenting & Family"
12329                        ,Family & Community              ,"Baby, Parenting & Family"
13143                        ,Family & Community              ,"Baby, Parenting & Family"
13336                        ,Family & Community              ,"Baby, Parenting & Family"
13255                        ,Family & Community              ,"Baby, Parenting & Family"
13259                        ,Family & Community              ,"Baby, Parenting & Family"
13337                        ,Family & Community              ,"Baby, Parenting & Family"
13338                        ,Family & Community              ,"Baby, Parenting & Family"
13335                        ,Family & Community              ,"Baby, Parenting & Family"
13334                        ,Family & Community              ,"Baby, Parenting & Family"
13137                        ,Family & Community              ,"Baby, Parenting & Family"
13136                        ,Family & Community              ,"Baby, Parenting & Family"
13333                        ,Family & Community              ,"Baby, Parenting & Family"
11021                        ,Family & Community              ,"Baby, Parenting & Family"
12302                        ,Family & Community              ,"Baby, Parenting & Family"
12301                        ,Family & Community              ,"Baby, Parenting & Family"
12300                        ,Family & Community              ,"Baby, Parenting & Family"
10236                        ,Family & Community              ,"Baby, Parenting & Family"
11032                        ,Family & Community              ,"Baby, Parenting & Family"
11031                        ,Family & Community              ,"Baby, Parenting & Family"
12340                        ,Family & Community              ,"Baby, Parenting & Family"
12339                        ,Family & Community              ,"Baby, Parenting & Family"
12341                        ,Family & Community              ,"Baby, Parenting & Family"
12338                        ,Family & Community              ,"Baby, Parenting & Family"
11030                        ,Family & Community              ,"Baby, Parenting & Family"
11028                        ,Family & Community              ,"Baby, Parenting & Family"
12334                        ,Family & Community              ,"Baby, Parenting & Family"
10028                        ,Family & Community              ,Community Service & Social Organizations
10223                        ,Family & Community              ,Community Service & Social Organizations
10224                        ,Family & Community              ,Community Service & Social Organizations
11003                        ,Family & Community              ,Community Service & Social Organizations
12277                        ,Family & Community              ,Community Service & Social Organizations
12279                        ,Family & Community              ,Community Service & Social Organizations
12278                        ,Family & Community              ,Community Service & Social Organizations
11002                        ,Family & Community              ,Community Service & Social Organizations
11001                        ,Family & Community              ,Community Service & Social Organizations
12276                        ,Family & Community              ,Community Service & Social Organizations
10229                        ,Family & Community              ,Community Service & Social Organizations
11012                        ,Family & Community              ,Community Service & Social Organizations
13737                        ,Family & Community              ,Community Service & Social Organizations
11010                        ,Family & Community              ,Community Service & Social Organizations
11013                        ,Family & Community              ,Community Service & Social Organizations
11011                        ,Family & Community              ,Community Service & Social Organizations
11014                        ,Family & Community              ,Community Service & Social Organizations
10222                        ,Family & Community              ,Community Service & Social Organizations
11087                        ,Family & Community              ,Community Service & Social Organizations
13813                        ,Family & Community              ,Community Service & Social Organizations
10220                        ,Family & Community              ,Community Service & Social Organizations
10219                        ,Family & Community              ,Community Service & Social Organizations
11077                        ,Family & Community              ,Community Service & Social Organizations
12358                        ,Family & Community              ,Community Service & Social Organizations
10221                        ,Family & Community              ,Community Service & Social Organizations
10226                        ,Family & Community              ,Community Service & Social Organizations
13599                        ,Family & Community              ,Community Service & Social Organizations
10230                        ,Family & Community              ,Community Service & Social Organizations
11015                        ,Family & Community              ,Community Service & Social Organizations
13393                        ,Family & Community              ,Community Service & Social Organizations
11063                        ,Family & Community              ,Community Service & Social Organizations
13709                        ,Family & Community              ,Community Service & Social Organizations
13392                        ,Family & Community              ,Community Service & Social Organizations
13390                        ,Family & Community              ,Community Service & Social Organizations
13389                        ,Family & Community              ,Community Service & Social Organizations
10227                        ,Family & Community              ,Community Service & Social Organizations
